TransactionAmt,addr1,card1,TransactionDT,isFraud
17.785286876730733,479,2783,299102,0
7.318243625624084,323,6184,957540,0
102.83941471088912,322,2184,2395525,0
2.6869072667394427,180,11653,216973,0
88.13473778072907,429,2668,1259090,0
281.7255455387152,290,7833,1588153,0
85.67824455775444,385,6824,1845329,0
49.13006922239072,246,11505,1409017,0
103.08271578449819,381,1571,152184,0
61.29559740510913,483,5300,2096006,0
78.88143605763202,110,4738,474083,0
283.81271462329994,375,1583,1845660,0
48.792752735018716,473,8323,2508802,0
324.9091861506754,155,11412,782348,0
235.75761837699193,272,9499,1134755,0
21.789626094045,402,13737,2364008,0
7.188415530315702,303,9253,1058136,0
10.622533548163021,444,8540,1626277,0
1.8389887847233704,347,6579,2436170,0
9.920501165575415,413,5570,2152168,0
114.88748725771671,365,12980,1595773,0
7.384962694642702,121,6691,1342536,0
38.41571882948685,426,11325,736021,0
186.3526040097277,123,2959,2511994,0
2.354700318071151,293,9030,1593810,0
168.45305061859585,195,6126,850400,0
33.10834668396295,362,11224,661740,0
12.575011982910764,171,4762,1516239,0
119.31554084399134,342,3786,352427,0
99.13991764332202,482,2542,1619328,0
209.94158140869467,137,2675,2459069,0
132.82935787644004,491,13813,1046734,0
162.69958059939782,476,1033,1475733,0
33.13338623067386,188,13153,197782,0
19.533329604044695,127,3799,216736,0
138.87563960054248,191,8496,725104,0
164.42091832434195,153,2855,1779605,0
465.70048901402305,258,12872,367079,0
53.2079354152605,471,7923,1046910,0
46.52439119617327,327,3685,2399165,0
149.7954503343587,471,2057,1511349,0
41.67336709307531,475,7938,546038,0
267.0137924399326,140,5501,2325103,0
195.48391571662492,136,14329,1543569,0
56.035560944215966,224,8597,2321090,0
138.97847164954612,278,7571,2416571,0
140.4632986855017,431,12153,2037884,0
10.883751880671802,136,5388,1028451,0
232.8445680867632,200,7022,1757696,0
70.37074897567544,130,3627,790035,0
175.133255752333,289,4820,1258672,0
38.57354261645083,245,8247,649329,0
225.87905145459263,189,12349,2430745,0
49.29884540601712,105,4643,1172897,0
1.0896806615175478,492,7191,1239219,0
235.79072969624536,238,4762,1024246,0
9.572561054847526,194,6987,2416049,0
38.46536333850389,218,11323,1414376,0
299.69723831882857,465,9798,884671,0
300.79495401039895,219,3355,1642365,0
85.19972910552637,485,11491,1773164,0
99.92300803905246,222,14792,1610713,0
59.50146636228576,384,13108,1773,0
34.7022778746197,465,13467,2018169,0
39.84863345503897,476,2333,1691442,0
111.63235799285063,278,5008,851610,0
139.58378736630772,424,3473,253095,0
156.81954162211485,106,7143,1803331,0
155.88310318487416,483,12749,604936,0
9.563694654031945,411,4733,1189414,0
68.20495965733559,226,3086,1259150,0
5.928170644873779,176,4350,2149905,0
79.74613156953929,333,14103,682035,0
58.255527498728355,417,9567,560572,0
218.66186642208012,173,2952,1453789,0
43.21916194678851,370,4710,868943,0
12.450597755245086,408,11280,197300,0
15.430765454211937,219,2693,2540683,0
143.34305470790937,134,12747,667344,0
96.2905679748035,306,13472,549272,0
10.660871224538544,369,9263,349464,0
8.785552166860509,192,2774,653433,0
120.72084716530998,477,1573,1660759,1
7.554608952579714,276,7485,1426891,0
172.51858538085813,373,5664,2544678,0
122.4999753130005,278,6059,853552,0
8.484875058031207,228,6362,1327846,0
8.86538677778067,224,5066,1453822,0
431.54585620580923,126,7471,1438351,0
46.883758255228955,163,7113,872398,0
46.305526047531245,159,12899,554502,0
167.55754032826772,318,9344,2056641,0
294.21645379632434,316,6374,1943654,0
426.8773939601984,268,9920,1540069,0
139.98992301163418,248,14735,1524827,0
47.202099961912566,369,11471,2493796,0
8.719399369795726,215,10744,2094778,0
150.12425404546258,344,4663,50678,0
81.7360407561493,247,12759,712967,0
55.20331253049737,191,13463,435475,0
236.82376754780904,184,7694,2309178,0
11.788020797188024,186,7141,413018,0
67.85051093729543,494,7286,60380,0
1.1418589432541668,219,7160,543384,0
63.235436958292624,439,13536,2357433,0
5.795043106592577,123,12298,64626,0
12.649099593117121,474,14088,1753874,0
12.502623200745628,188,10191,2462588,0
104.75683864069715,136,8142,1360107,0
137.05977175964728,441,6021,2208094,0
87.55537772028686,482,7870,340384,0
327.4720209102377,370,7308,2304842,0
46.97965779202672,111,10326,1393645,0
33.646915742055874,194,5742,2105356,0
202.95025381702297,130,4145,2555273,0
25.308206773185336,449,9143,2284400,0
330.2870106251911,332,3715,1525562,0
1.2228944358969307,439,9545,873253,0
350.25269228794815,427,6393,691731,0
4.4118998618501895,399,14230,651533,0
221.77212291600088,385,10494,1013700,0
75.01432503493903,134,5082,1864453,0
495.68286079260326,120,4731,1370023,0
7.666137595445494,210,13813,1910964,0
80.71096637333488,418,14846,1910498,0
348.3575221256005,447,9701,2540808,0
74.0443933181044,244,2537,336888,0
99.26282903811874,111,9092,1919081,0
118.99012381167742,343,1177,539456,0
60.61277556769509,245,3376,2200038,0
98.76741730080221,338,8738,1757587,0
87.78258618057556,191,9992,1344095,0
231.42327694826474,415,7831,2195238,0
4.6511461743480975,422,4243,2388090,0
32.98427258987584,214,14707,2099988,1
300.39960058609313,114,4666,2289700,0
220.9675828453486,371,1937,1980171,0
60.817526195962,121,4027,951038,0
96.79330287389773,217,3020,1035790,0
32.48734198951301,468,11974,1620564,0
20.84041614360645,194,8202,507995,0
62.305859880409876,356,12732,240592,0
43.595353461673334,430,2974,1754838,0
87.6243706006643,361,10710,1986133,0
8.09222844331848,186,11861,2130313,0
366.4960122522567,492,2258,287313,0
428.38655755525383,417,8052,2452289,0
119.78638819127893,157,4110,598901,0
76.80784344120899,329,10434,1575916,0
37.037930155436,207,14528,2531832,0
168.09071674879968,118,3753,2281126,0
115.43295836488157,464,6794,788209,0
17.747365410048836,240,3675,1661717,1
241.83010919991276,478,12864,1716565,0
172.89945113672712,259,1419,1830313,0
299.1738525033436,199,9844,2587093,0
129.36040041961343,364,3871,1510253,0
95.04040195913728,337,12437,2162181,0
54.170250659311336,337,14101,721480,0
269.9018361547118,148,1867,1828252,0
201.039238004692,264,13400,1384804,0
4.627293865312279,386,12179,693324,0
2.6720816866511363,158,9365,732442,0
47.234776158326284,282,14298,927446,0
166.36477229960863,246,9004,2344612,0
436.4275468220168,485,5732,1124013,0
16.30095099344797,400,10751,1755556,0
90.17241302157358,195,5127,796379,0
47.947369975809615,142,5592,477686,0
350.3708554375963,453,3242,1048217,0
184.59132074336347,356,13815,114251,0
182.21900464698572,312,3488,213879,0
63.24155711397735,288,2512,1616819,0
53.5834936327349,230,6616,1271368,0
31.93888921500612,446,3771,1252974,0
5.802696384483622,399,2643,1620302,0
200.04261400033104,490,1023,2267719,0
167.61174392499228,388,3337,1217947,0
817.2445597818082,236,3943,1883390,0
569.4873400744333,129,13591,2064591,0
81.0651592641394,245,9022,52984,0
146.52830902062607,411,5726,511265,0
289.6171682874436,204,2716,2587200,0
189.47720147092457,386,8094,1832220,0
28.415244458114653,290,5133,2419395,0
59.88268273998645,277,7529,1365622,0
13.829634431308865,444,1744,1769149,0
308.0223786441709,338,14892,1165543,0
93.18477025886182,100,5177,1701214,0
25.96037254184837,209,14429,305524,0
111.38295391732503,437,9185,762980,0
96.26704347430717,374,6940,162335,0
44.342046229710604,470,1049,1144277,0
12.053912139846927,481,7812,844304,0
111.34412835191021,333,7217,2184668,0
73.46104241860377,163,4049,1041655,0
147.9807080960515,343,11934,531830,1
73.4309860423515,152,6225,689547,0
191.1770111308484,361,8868,561229,0
80.27541190214875,116,4889,1640135,0
82.31145809801471,401,8951,1159208,0
209.27586432297716,473,10814,1243393,0
51.6647313988117,333,12589,1488052,0
14.388795539029894,172,10979,1544481,0
2.920502143209468,456,8635,1311868,0
140.70574526625856,190,6775,1079919,0
96.83989670606796,105,4355,1824211,0
121.76653477978765,297,10205,1651946,0
23.948149349344348,464,9345,961225,0
14.661255122827866,295,12093,875047,1
1.4651476265668781,395,7261,2564806,0
43.168726151506924,446,3314,2569014,0
89.13973756649446,421,4456,601725,0
49.79818675611507,236,11494,1376260,0
57.53195628284312,366,8408,1269877,0
234.50615229814414,215,5266,160404,0
42.81026144251117,142,13205,2520377,0
72.15250280723211,330,9808,2503880,0
153.08717377197016,157,4049,2572124,0
50.50801312991797,305,5643,1517086,0
97.30904753530854,393,6304,523882,0
198.31406436843068,193,2925,1142017,0
298.6190415374668,135,7845,775229,0
15.908187931483598,329,7810,879252,0
261.1662763042079,326,3457,222369,0
67.75027809955306,282,7882,695381,0
29.873545435139576,361,8820,1627148,0
61.45869673706975,230,10803,945426,0
391.36530975805914,164,5241,1282464,0
67.84912926673597,479,4109,986160,0
39.86160321004998,285,11729,1917954,0
100.34862739576596,216,13549,1969150,0
27.462846771560294,285,6245,2291452,0
7.889530497623504,373,10819,682566,0
13.797521971241586,250,8963,2142478,0
13.701842406700711,451,5440,2266661,1
16.475990155667297,250,8610,253244,0
14.946006606751656,483,2998,1255381,0
102.40840510758065,135,12118,496342,0
20.074635703448163,425,2131,1925553,0
42.413931579480526,194,2992,1014705,0
227.09741251283577,233,14868,1436137,0
64.23811416465936,261,9047,621289,0
110.12890836523806,143,9705,1426630,0
18.91285171132165,399,6040,1864115,0
21.355098099509505,382,1712,1014445,0
4.17272127175653,455,12353,1091800,0
18.504734406558086,339,1214,1923111,0
32.65481186311455,151,6746,1888953,0
19.481181748310796,380,14630,1352471,0
9.288590786036757,173,9795,499268,0
12.855621349335253,394,7981,2583636,0
61.76293433653791,337,4769,1653415,0
23.109220634509658,266,5867,219539,0
45.29811155109185,239,9861,1968164,0
70.00051847143304,238,2080,1886714,0
117.24574340125422,468,13846,2240019,0
4.010573010001543,334,10617,984721,0
160.64942438261195,102,11461,616707,0
98.85936903672963,355,1474,2100874,1
8.529543037633426,470,10323,1600766,0
206.81346984880906,377,1862,515007,0
253.6693546378928,103,10003,327466,0
6.30228275601634,491,5272,1060493,0
32.41768431286508,369,9678,829851,0
164.09351832266427,311,9883,7555,0
137.93572402143084,315,4108,941455,0
20.397963206180048,369,11814,1491902,0
23.489903118153325,115,1267,1938764,0
46.27851100243697,163,9976,1588214,0
66.26625646686144,338,4873,2225604,0
96.3001834058552,115,12163,1271806,0
46.03125630003512,151,7531,2585748,0
62.08911092209176,118,3401,51369,0
137.62289403898424,424,5909,852195,0
3.7372952321478463,495,12533,1105221,0
29.093662188239723,192,12263,671748,0
124.94918749560257,360,3316,835735,0
225.57667543306135,397,9176,714972,0
71.67791122084009,116,8609,2044060,0
75.95295023530689,210,14557,404737,0
11.336133854066338,427,2201,1149957,0
59.314324608355086,459,6186,294091,0
76.060679905529,193,1276,1442796,0
27.76928032606533,109,6327,1563781,0
31.367461187854385,311,9498,270146,0
47.3664984802472,336,14861,2084286,0
2.0275360750314513,353,1630,891225,0
38.872476125613574,115,3585,408691,0
23.755693562362985,243,7661,1362499,0
39.67492302319827,141,8441,1042337,0
12.756310328478126,102,8400,528996,0
221.20798999430247,476,2137,1382343,0
90.03988138795597,255,11373,1923745,0
113.66329578930316,272,7968,2251064,0
155.67090323777913,123,2713,1355172,0
69.00364218488852,374,10240,136774,0
9.093209451745585,174,10775,1794220,0
77.02583632948226,139,4351,1172648,0
88.39230578713736,401,9093,926822,0
136.82166488084093,139,14654,1376483,0
56.50346493829821,161,14100,2526779,0
13.648466672931223,337,11026,2189250,0
33.37621802617039,344,7215,134800,0
45.111482547462344,117,10143,1778898,0
103.82246116218616,239,11224,2462828,0
84.57817212014196,497,2224,2502326,0
44.020675965180615,181,6445,774664,0
430.6195772169812,288,9224,2379395,0
93.08330084672093,207,1096,1997741,0
27.079452875679994,333,5358,1132617,0
10.734300462488685,367,14201,416863,0
16.58882925898259,203,4141,2071680,0
28.230684939514095,233,8980,1622358,0
17.516487495429402,443,11969,1595792,0
20.64917454545804,470,12470,43891,0
33.56058482154465,132,1171,1364189,0
19.0402433662887,336,5853,864895,0
227.07514493559154,473,14213,30207,0
8.363571259200016,435,14706,2309624,0
74.34123501127027,277,14567,1274886,0
52.830555648930236,111,10092,1389683,0
403.86421660159203,450,14321,1336033,0
11.88273456974049,328,13558,2376706,0
50.72579937424304,408,9933,1627965,0
348.9059664126715,368,6431,1856031,0
200.62440619681547,477,8537,376577,0
169.86630340361793,457,11806,1672271,0
29.827508353350463,230,11114,739963,0
18.739953278648755,348,11889,662324,0
110.45595986817835,157,9582,1057163,0
265.0385094959955,103,1958,994171,0
81.36504219047423,335,5670,438660,0
84.77275614585865,272,9535,2305283,0
32.847503081065085,421,4481,947511,0
146.74737584120885,470,2569,959998,0
20.707798214607084,135,14689,2030015,0
39.108781311923266,378,8931,2269228,0
55.414455006983054,336,9647,575419,0
70.84849626446984,374,6542,1685907,0
27.76125835696058,395,9635,293172,0
12.198327214413544,427,13484,886600,0
94.31996574293565,499,12107,1452258,0
34.05633684365418,157,11602,1009776,0
87.04530682924437,462,4481,2582803,0
16.76647527706798,117,8931,1248617,0
65.61213780285276,135,6693,1961395,0
76.05472481290778,228,2417,1286947,0
5.321465145712133,100,6856,1263637,0
41.03836013804232,163,8676,1978752,0
14.43493268319316,161,8011,800431,0
6.5472258772524885,465,7709,1696234,0
460.1201311395324,430,1670,1127890,0
38.913002251942025,245,6413,148935,0
166.00706137698987,371,7001,15108,0
29.38888342934014,116,3284,1194998,0
114.41413510203515,379,13748,1469303,0
142.80662228282085,197,6440,2066087,1
90.54465941691397,326,9291,1282268,0
63.785664404527175,485,3787,2354769,0
53.075781350537774,342,8857,1610318,0
42.90433017039748,300,1407,2428062,0
265.2556048220781,493,1977,942222,0
177.5607071141798,278,11990,1970100,1
335.31763894156916,369,6553,2113986,0
13.272854183610555,333,9334,918763,0
131.25513634605076,211,8452,1184425,0
278.61272652612405,165,12268,1351063,0
19.995580970079768,437,9911,2192677,0
6.881031747249687,448,10651,1564466,0
135.1393153188622,344,9609,1722316,0
85.44271441986697,344,10296,2387546,0
184.4077141321478,171,1544,306592,0
15.05582464141926,456,8153,1161362,0
158.6050111031868,148,7960,758552,0
22.517977306702296,445,8544,2027077,0
17.8715198965518,289,7302,1268704,0
17.94446565599507,392,6905,11224,0
168.51032825640087,276,12480,1401904,0
109.42136390159689,260,9964,1574442,0
74.03759563460443,249,10885,967891,0
44.44614016780682,169,10260,809809,0
209.72026672943323,132,12895,2124693,0
49.83127496974449,383,14526,1145918,0
169.60826628480697,443,5223,17943,0
57.827488111388035,359,2573,1812000,0
47.311956581773714,421,5972,1711824,0
62.11610598996026,176,4793,189926,0
35.864527543064206,209,8519,987179,0
137.67773129369394,404,3653,953799,0
69.8602815695596,483,1540,2407934,0
26.424253099706522,238,3211,209770,0
229.83398495505836,134,11888,252258,0
48.43317423587113,493,10750,1298787,0
